station_id,fwis_code,value
2022,031FWFSE470,5.1
2022,031FWFSE510,5.1
2022,031FWFSE495,5.2
2022,031FWFSE500,5.7
2022,031FWFSE515,5.9
2022,031FWFSE485,5.95
2022,031FWFSE505,6
2022,031FWFSE535,6.1
2021,031WAF113,5.2
2021,031FWFTE100,5.3
2021,031FWFTE90,5.3
2025,031FWFTA10,2.3
2026,031WAF200,1.5
2026,031FWFRW10,3.2
2026,031FWFTE60,4.1
2023,031WAF107,1
2024,031WAF211,2.65
2024,031FWFIS20,3.6
2024,031FWFIS10,3.9
2029,033FWF3DENE01,1.1
2029,033WAF206,1.1
2029,033FWF3DENE01,2.17
2030,031WAF112,1.7
2032,031WAF109,2
2032,033FWF3SMES03,2.13
2032,033WAF330,2.13
2032,033FWF3SMES03,2.49
2031,031WAF214,4.5
2031,031FWFSE550,4.7
2031,031FWFSE530,5
2031,031FWFSE540,5
2031,031FWFSE560,5.2
2031,031FWFSE545,5.9
2034,101WAFSP10,2.8
2035,101WAFVY10,2.5
2035,031FWFVY50,3.3
2037,033WAF330,1.1
2037,031WAF109,1.1
2037,033FWF3STOURBRIDGE,1.39
2037,033FWF3STOURBRIDGE,1.67
2037,033FWF3STAMBERMILL,1.98
2037,033FWF3STAMBERMILL,2.26
2033,101WAFSP10,2.6
2036,031WAF103,2.7
2036,031FWFSE210,2.9
2036,031FWFSE220,3.15
2036,031FWFSE200,3.9
2036,031FWFSE230,4.4
2036,031FWFSE230,5.4
2036,031FWFSE210,5.6
2040,031WAF113,4.4
2040,031FWFTE110,5
2040,031FWFTE130,5.4
2040,031FWFTE120,5.7
2038,031WAF109,2.4
2038,033WAF330,2.4
2038,033FWF3KINVER,2.6
2038,033FWF3KINVER,3.1
2038,031FWFST20,3.2
2038,031FWFST30,3.2
1169,065WAF421,28
1169,065WAF421,28.2
1169,065FWF5102,28.4
1169,065WAF421,28.4
1169,065FWF5102,28.7
1169,065FWF5102,28.9
2039,031WAF108,2.8
2039,031FWFSE450,4.25
2041,031WAF214,2.8
2041,031FWFSE525,3.6
2041,031FWFSE510,4.4
2041,031FWFSE520,4.4
2041,031FWFSE545,5.3
2042,033WAF201,0.69
2042,033FWF3AVON001,1.4
2042,033FWF3AVON002,1.4
2042,033FWF3AVON002,1.65
2042,033FWF3AVON001,1.55
1163,065WAF413,21.25
1163,065WAF413,21.348
1163,065FWF4602,21.5
1163,065FWF4603,21.5
1163,065FWF4604,21.5
1163,065WAF413,21.5
1163,065FWF4603,21.6
1163,065FWF4602,21.7
1163,065FWF4602,21.6
1163,065FWF4604,21.6
1163,065FWF4603,21.8
1163,065FWF4604,21.8
1164,065WAF421,57.4
1164,065WAF421,57.7
1164,065WAF421,57.8
1164,065FWF5101,58
1164,065FWF5101,58.1
1164,065FWF5101,58.2
1162,065FWC2302,3.6
1162,065FWC2601,3.6
2006,033FWF3STOUR02,1.55
2006,033WAF207,1.55
2006,033FWF3STOUR02,1.75
2044,033WAF204,2.3
2044,033FWF3AVON010,2.78
2044,033FWF3AVON011,2.78
2044,033FWF3AVON010,3
2044,033FWF3AVON011,3
2047,033FWF3WASHFORD,1.8
2047,033WAF205,1.8
2047,033FWF3WASHFORD,1.99
2047,033FWF3ALCESTER,2.3
2047,033FWF3ARR001,2.3
2047,033FWF3ARR003,2.45
2047,033FWF3ARR002,2.5
2047,033FWF3ALCESTER,2.5
2047,033FWF3ARR001,2.6
2047,033FWF3ARR003,2.75
2047,033FWF3ARR002,2.85
2048,033WAF205,2.23
2048,033FWF3ALN005,2.4
2048,033FWF3ALCESTER,2.7
2048,033FWF3ALN006,2.9
2048,033FWF3ALN005,3
2048,033FWF3ALCESTER,3.07
2048,033FWF3ALN006,3.38
2050,031WAF214,2.8
2050,031FWFSE525,3.6
2050,031FWFSE510,4.4
2050,031FWFSE520,4.4
2052,033FWF3ARR005,1.9
2052,033WAF205,1.7
2052,033FWF3ARR005,2.73
2052,033FWF3ARR006,3.15
2052,033FWF3ARR007,3.15
2052,033FWF3ARR007,3.35
2052,033FWF3ARR006,3.61
2053,031WAF112,1.3
2068,101WAFSP10,4.3
2063,031WAF214,3.2
2063,031WAT217,3.5
2063,031FWBSE570,3.7
2063,031FWBSE610,4.3
2063,031FWBSE620,4.3
2063,031FWFSE580,4.3
2063,031FWBSE590,4.4
2063,031FWBSE600,4.55
2067,031WAF103,5.2
2067,031FWFSE190,6.2
2067,031FWFVY60,6.2
2067,031FWFSE180,6.35
2069,031WAF103,3.6
2069,031FWFSE310,4
2069,031FWFSE320,4.1
2069,031FWFSE290,4.2
2069,031FWFSE330,4.5
2069,031FWFSE280,4.7
2069,031FWFSE270,4.8
2069,031FWFSE300,5.4
2070,031WAF214,1.3
2046,033WAF204,1.2
2046,033FWF3AVON014,1.46
2046,033FWF3AVON013,1.59
2046,033FWF3AVON014,1.69
2046,033FWF3AVON013,1.82
2045,033FWF3STOUR01,2.63
2045,033WAF207,2.63
2045,033FWF3STOUR02,3.03
2045,033FWF3STOUR01,3.15
2045,033FWF3STOUR02,3.55
2042,033WAF201,0.69
2042,033FWF3AVON001,1.4
2042,033FWF3AVON002,1.4
2042,033FWF3AVON001,1.55
2042,033FWF3AVON002,1.65
2043,033WAF204,2.17
2043,033FWF3AVON007,2.51
2043,033FWF3AVON003,2.6
2043,033FWF3AVON005,2.6
2043,033FWF3AVON004,2.76
2043,033FWF3AVON007,2.87
2043,033FWF3AVON005,2.97
2043,033FWF3AVON003,3.02
2043,033FWF3AVON004,3.1
2051,031WAT217,5.7
2051,031FWBSE620,6.1
2051,031FWTSE630,6.1
2059,031WAT217,7
2059,031FWTSE640,7.4
2058,031WAF103,3.4
2058,031FWFSE250,4.8
2058,031FWFSE260,5.1
2058,031FWFSE260,5.3
2058,031FWFSE240,6.6
2058,031FWFSE260,6.8
2056,031WAF209,2
2056,031FWFAV70,2.9
2056,031FWFAV80,3.05
2055,031WAF215,0.6
2065,031WAF112,2.5
2065,031FWFCO10,3.8
2057,031WAF112,1.2
2057,031FWFTE20,1.75
2060,101WAFVY10,2.2
2061,101WAFSP10,6
2062,101WAFVY10,2.95
2079,033FWF3LEAM001,2
2079,033FWF3LEAM002,2
2079,033WAF203,2
2079,033FWF3LEAM001,2.41
2079,033FWF3LEAM002,2.41
2076,033WAF330,1.49
2076,033FWF3STAMBERMILL,2.25
2076,033FWF3CRADLEY,2.55
2076,033FWF3STAMBERMILL,2.65
2076,033FWF3CRADLEY,3.1
2092,031WAF108,3.35
2092,031FWFSE435,4.7
2092,031FWFSE410,5
2092,031FWFSE430,5
2092,031FWFSE440,5.95
2087,031WAF215,0.7
2087,031FWFLY10,1.25
2087,031FWFLY10,1.75
2089,101FWFWN267,0.8
2077,031WAF216,1.25
2077,031FWFCA10,1.45
2071,031WAT217,10.2
2071,031FWTSE680,10.7
2071,031FWTSE660,11.1
2071,031FWTSE650,11.2
2071,031FWTSE670,11.3
2071,031FWTSE700,11.3
2071,031FWTSE710,11.45
2071,031FWTSE690,11.6
2081,031WAF108,5
2081,031WAF201,5
2081,031FWFSE465,6
2081,031WAF113,6.05
2081,031FWFSE470,6.8
2081,031FWFTE130,7.2
2081,031FWFTE120,7.25
2081,031FWFSE460,7.8
2086,031WAF113,3
2086,031FWFTE30,4
2086,031FWFTE40,4.5
2080,033WAF203,1.34
2080,033FWF3ITCHEN,1.89
2080,033FWF3ITCHEN,2.69
2088,031WAF200,1.5
2083,033WAF205,1.2
2083,033FWF3ALN001,1.45
2083,033FWF3ALN001,1.66
2083,033FWF3ALN002,1.9
2083,033FWF3ALN003,1.9
2083,033FWF3ALN002,2.11
2083,033FWF3ALN003,2.11
2083,033FWF3ALN004,2.2
2083,033FWF3ALN004,2.45
2091,033FWF3SMES02,1.12
2091,033WAF330,1.12
2091,033FWF3SMES01,1.57
2091,033FWF3SMES02,1.57
2091,033FWF3SMES01,1.88
2080,033WAF203,1.34
2080,033FWF3ITCHEN,1.89
2080,033FWF3ITCHEN,2.69
2079,033FWF3LEAM001,2
2079,033FWF3LEAM002,2
2079,033WAF203,2
2079,033FWF3LEAM001,2.41
2079,033FWF3LEAM002,2.41
2095,031WAF114,3.4
2095,031FWFVY50,4.6
2095,031FWFVY50,5.6
2095,031FWFVY60,5.6
2095,031FWFVY60,4.6
2111,034WAF404,28
2111,034FWFWRMILLS,32
2111,034FWFWRRIVSYST,60
2111,034FWFWRRATHRUSS,80
2111,034FWFWRSYSTON,80
2109,034WAB424,3.3
2109,034FWBTRGIRTON,3.45
2109,034FWBTRDUNHAM,3.73
2109,034FWBTRCOLLHAM,3.73
2109,034FWBTRMARNHAM,3.73
2109,034FWBTRCARLTON,3.45
2109,034FWFTRHOLME,3.85
2109,034FWBTRBESTHRP,3.9
2109,034FWBTRLANEHAM,3.9
2109,034FWFTRNTHMUSKHM,3.9
2109,034FWBTRCLIFTON,4.02
2109,034FWBTRCOTTAM,4.02
2109,034FWBTRCROMWELL,4.02
2109,034FWBTRFLEDBORO,4.02
2109,034FWBTRLEA,4.02
2109,034FWBTRSPAWIGHA,4.02
2109,034FWBTRSUTTON,4.02
2109,034FWBTRTORKSEY,4.02
2115,033FWF3REA010,2.2
2115,033FWF3REA009,2.81
2115,033FWF3REA007,3.1
2115,033FWF3REA009,3.21
2115,033FWF3REA007,3.5
2107,033WAF318,1.5
2107,033FWF3ROLLESTON,2
2107,033FWF3EGGINTON,2.2
2107,033FWF3DOVE008,2.2
2107,033FWF3ROLLESTON,2.46
2107,033FWF3EGGINTON,2.55
2107,033FWF3DOVE008,2.7
2105,033WAF312,1.6
2105,033FWF3SOW003,2.6
2105,033FWF3SOW003,2.85
2116,033WAF309,1.3
2116,033FWF3TRENT04,1.37
2116,033FWF3TRENT04,1.77
2123,033FWF3PENK005,1.6
2123,033FWF3PENK007,1.6
2123,033WAF312,1.6
2123,033FWF3STAFFPENK,2
2123,033FWF3PENK005,2
2123,033FWF3PENK007,2
2123,033FWF3STAFFPENK,2.3
2120,034WAF432,2
2120,034WAF432,2.2
2120,034FWFAMAMBERGT,2.4
2120,034FWFAMAMBERGT,2.56
2101,033FWF3DOVE004,1.8
2101,033FWF3UTTOX002,1.8
2101,033WAF318,1.8
2101,033FWF3DOVE004,2.05
2101,033FWF3UTTOX002,2.05
2112,033FWF3ANKR007,1.69
2112,033FWF3ANKR008,1.69
2112,033WAF307,1.69
2112,033FWF3ANKR009,2.13
2112,033FWF3ANKR007,2.13
2112,033FWF3ANKR008,2.13
2112,033FWF3ANKR009,2.57
2119,033FWF3DOVE001,1.01
2119,033FWF3DOVE002,1.01
2119,033WAF315,1.01
2119,033FWF3DOVE001,1.4
2119,033FWF3DOVE002,1.4
2125,034WAF403,1.25
2125,034FWFROGLENFLD,1.65
2125,034FWFROROTHLEY,2
2125,034FWFROROTHLEY,2.1
2125,034FWFROROTHLEY,2.35
2121,034WAF427,1.05
2121,034FWFRYSHELLY,1.3
2121,034FWFRYWORKSP,1.5
2121,034FWFRYBLYTH,1.8
2122,033FWF3SOW002,1.1
2122,033FWF3SOW003,1.1
2122,033WAF312,1.1
2122,033FWF3SOW002,1.44
2122,033FWF3SOW003,1.44
2118,034WAF407,3.3
2118,034WAF409,3.4
2118,034FWFDEDARLDALE,3.4
2118,034FWFDECALVER,3.75
2118,034FWFDECHATSWTH,3.75
2118,034FWFDEGRINDLE,3.75
2118,034FWFDENTHCHRCH,4.25
2118,034FWFWYROWSLEY,4.25
2118,034FWFDEBASLOW,4.6
2118,034FWFDEHATHERSA,4.6
2118,034FWFDEBAMFORD,4.75
2118,034FWFDEDARLBRDG,4.75
2126,033FWF3ASHBOURNE,1.2
2126,033FWF3DOVE002,1.2
2126,033WAF315,1.2
2126,033FWF3ASHBOURNE,1.6
2126,033FWF3DOVE002,1.6
2129,033WAF301,1.3
2129,033FWF3COLE020,1.7
2129,033FWF3COLE020,2.2
2124,034WAF431,0.9
2124,034WAF431,1.3
2124,034FWFECDUFFIELD,1.5
2124,034FWFECDUFFIELD,1.8
2123,033FWF3PENK005,1.6
2123,033FWF3PENK007,1.6
2123,033WAF312,1.6
2123,033FWF3STAFFPENK,2
2123,033FWF3PENK005,2
2123,033FWF3PENK007,2
2123,033FWF3STAFFPENK,2.3
2127,033WAF317,1.9
2127,033FWF3CHUR002,2.4
2127,033FWF3CHUR003,2.4
2127,033FWF3CHUR004,2.4
2127,033FWF3CHUR005,2.4
2127,033FWF3CHUR003,2.57
2127,033FWF3CHUR004,2.57
2127,033FWF3CHUR005,2.57
2127,033FWF3CHUR002,2.62
2102,034WAF415,3.6
2102,034WAF415,4
2102,034WAF415,4.3
2102,034FWFTRLNTPRKRD,4.3
2102,034WAB424,4.4
2102,034FWFTRFARNWYK,4.5
2102,034FWFTRFISKMILL,4.5
2102,034FWFTRHPWATER,4.5
2102,034FWFTRSUGARNWK,4.5
2102,034FWFTRTOLNEY,4.5
2102,034FWFTRATTNATRE,4.7
2102,034FWFTRGIBSMERE,4.8
2102,034FWFTRNEWRIVER,4.8
2102,034FWFTRTHRMPTN,4.8
2102,034FWFTRTRENTLK,4.8
2102,034FWFTRGUNTHRP,4.9
2102,034FWFTRBSTNMNA,5
2102,034FWFTRCAYTHOR,5
2102,034FWFTRHOVNGHM,5
2102,034FWFTRSHLFDMNR,5
2102,034FWFTRHLMPIER,5.1
2102,034FWFTRHOLME,5.1
2102,034FWFTRSTKEBAR,5.1
2102,034FWFTRNTHMUSKHM,5.2
2102,034WAB424,5.3
2102,034FWFTRAVRSTAY,5.6
2102,034FWFTRCOLWICKR,5.7
2102,034FWFTRNEWCAT,5.7
2102,034FWFTRROLLSTN,5.7
2102,034FWFTRSTMUSKHM,5.7
2102,034FWFLEDUNK,5.8
2102,034FWFLEOLDLENTN,5.8
2102,034FWFTRATTBRGH,5.8
2102,034FWFTRATTVILL,5.8
2102,034FWFTRBEESTON,5.8
2102,034FWFTRBLEASBY,5.8
2102,034FWFTRBURTJOYC,5.8
2102,034FWFTRCOLWICK,5.8
2102,034FWFTRFARNDON,5.8
2102,034FWFTRNEWARK,5.8
2102,034FWFTRNEWSAWLY,5.8
2102,034FWFTRNOTTCITY,5.8
2102,034FWFTRSAWLEY,5.8
2102,034FWFTRSHELFRD,5.8
2102,034FWFTRBRTNFAB,5.9
2102,034FWFTRFISKERTN,5.9
2102,034FWFTRRADTRNT,5.9
2102,034FWFTRWESTBRG,5.9
2102,034FWFTRWILFORD,5.9
2135,033FWF3TAME005,3.07
2135,033FWF3TAME006,3.07
2135,033FWF3TAME005,3.07
2135,033WAF303,3.07
2135,033FWF3TAME006,3.07
2134,033WAF304,1.5
2134,033FWF3TAME015,1.65
2134,033FWF3TAME016,1.8
2134,033FWF3TAME015,1.93
2134,033FWF3TAME016,2
2103,034WAF409,2.5
2103,034FWFDEDARLDALE,2.9
2103,034FWFDEBELPER,3.7
2103,034FWFDEAMBERGT,3.4
2103,034FWFDEDUFFHALL,3.7
2103,034FWFDENTHCHRCH,3.7
2103,034FWFDEWHATSTAN,3.7
2103,034FWFDEMATBATH,3.9
2103,034FWFDEMATLOCK,4.1
2103,034FWFDELITEATON,5
2103,034FWFDEMILFORD,5
2103,034FWFECDUFFIELD,5
2098,033WAF304,2.2
2098,033FWF3TAME013,2.77
2098,033FWF3TAME014,2.77
2098,033FWF3TAME015,2.77
2098,033FWF3TAME013,3.01
2098,033FWF3TAME014,3.01
2098,033FWF3TAME015,3.01
2096,031WAF114,1.26
2110,034FWFWYBAKMILF,1
2110,034FWFWYROWSLEY,1.25
2110,034FWFWYASHFRD,1.35
2110,034FWFWYBAKEWELL,1.4
2110,034FWFWYASHFRDCS,1
2117,033FWF3HAMPS001,1.3
2117,033FWF3HAMPS001,1.6
2117,033WAF316,1.3
2104,033FWF3TRENT12,2
2104,033FWF3TRENT13,2
2104,033FWF3TRENT14,2
2104,033WAF314,2
2104,033FWF3TRENT13,2.56
2104,033FWF3TRENT14,2.56
2099,033FWF3TRENT09,2.3
2099,033FWF3TRENT10,2.3
2099,033FWF3TRENT11,2.3
2099,033WAF311,2.3
2099,033FWF3TRENT09,2.9
2099,033FWF3TRENT10,2.9
2099,033FWF3TRENT11,2.9
2104,033FWF3TRENT12,2.56
2108,033WAF314,2.7
2108,033FWF3TRENT16,3.09
2108,033FWF3TRENT16,3.29
2108,033FWF3TRENT15,3.64
2108,033FWF3TRENT14,3.84
2108,033FWF3TRENT15,3.84
2108,033FWF3TRENT14,4.15
2113,033FWF3DOVE001,1.5
2113,033FWF3DOVE002,1.5
2113,033WAF315,1.5
2113,033FWF3DOVE001,2.04
2113,033FWF3DOVE002,2.04
2106,034WAF422,2.4
2106,034FWBIDBAWTRY,2.7
2106,034FWBIDMISSON,2.8
2106,034FWBIDBAWTRY,2.82
2106,034FWBIDMISSON,2.86
2112,033FWF3ANKR007,1.69
2112,033FWF3ANKR008,1.69
2112,033WAF307,1.69
2112,033FWF3ANKR009,2.13
2112,033FWF3ANKR008,2.13
2112,033FWF3ANKR007,2.13
2112,033FWF3ANKR009,2.57
2098,033WAF304,2.2
